Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,math
3,1,1,2,3,4,3,3,4,5,1,4,4,3,2,5,2,2,1,4,2,2,1,4,1,5,3,1,1,2,3,4,4,4,1,2,4,3,3,1,113.0
4,5,3,5,1,5,3,4,1,5,5,5,1,3,5,3,5,5,4,3,3,1,2,5,2,3,1,5,3,2,1,2,3,4,1,5,3,2,3,2,91.0
2,4,4,3,4,4,2,5,1,4,5,5,4,3,3,5,3,4,4,4,3,4,4,4,1,4,4,3,2,4,3,3,3,5,3,3,4,2,3,3,105.0
2,4,3,3,4,3,3,4,3,3,4,5,3,3,3,4,3,3,2,4,3,4,4,4,3,4,2,3,3,3,3,3,2,4,2,2,3,2,4,3,110.0
4,1,4,2,2,1,4,4,4,5,5,5,1,4,2,2,4,2,4,1,4,1,5,4,1,4,5,4,1,2,5,2,2,1,5,4,2,5,2,5,106.0
1,2,3,2,3,2,2,4,5,2,1,3,3,2,2,5,2,4,4,3,2,3,4,4,1,5,4,3,2,3,4,4,2,3,3,2,2,2,4,4,118.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0
4,5,1,5,1,3,4,1,1,5,4,3,2,1,4,2,2,5,4,2,1,1,2,3,1,4,1,3,2,2,1,1,2,2,4,5,4,2,1,3,114.0
1,1,1,4,4,2,3,1,4,5,3,4,1,4,5,5,2,2,3,5,4,2,3,4,3,5,1,3,2,3,1,1,3,5,5,2,1,1,5,5,117.0
1,1,5,2,4,2,3,5,3,3,2,5,3,1,2,3,2,3,4,2,2,4,3,5,2,4,4,3,3,2,3,2,3,3,3,2,3,2,4,2,117.0
3,4,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,90.0
1,5,5,5,1,1,3,5,1,5,5,5,3,5,5,3,5,5,1,1,1,1,5,5,1,1,1,5,1,3,1,1,1,5,1,5,3,1,1,1,94.0
1,4,2,5,1,2,3,4,0,5,5,2,2,3,3,1,4,5,2,1,3,1,3,3,1,4,1,4,1,2,1,0,4,2,2,5,3,1,1,2,126.0
2,1,5,1,5,1,5,1,5,1,1,5,5,4,5,1,4,1,1,1,5,4,5,5,1,5,5,5,2,1,5,3,1,1,5,1,1,1,2,5,106.0
3,1,3,5,1,3,3,3,3,5,3,5,3,5,5,3,3,3,1,1,1,3,5,3,1,5,1,5,1,5,1,5,1,3,1,5,1,3,1,3,97.0
3,2,2,2,4,4,3,3,3,3,4,5,3,1,2,5,2,4,4,4,2,5,2,4,1,4,4,4,2,2,3,4,2,4,3,3,3,2,4,3,111.0
4,3,3,4,3,4,5,4,4,5,1,4,4,4,1,4,2,4,4,4,2,5,2,5,1,5,2,5,2,5,2,2,4,4,3,3,3,3,4,1,108.0
4,3,2,4,2,4,2,4,2,4,2,5,4,4,1,5,2,4,5,4,2,5,2,5,1,5,2,4,2,2,3,4,4,5,2,1,4,4,4,4,107.0
3,1,1,2,5,1,2,4,4,5,1,4,4,2,1,5,1,2,4,4,1,5,5,4,2,4,2,5,2,1,4,4,2,5,2,1,2,1,5,2,125.0
5,1,5,1,1,2,5,4,5,2,4,4,4,2,5,1,4,2,3,3,2,4,3,4,1,4,1,4,1,1,4,1,1,2,3,1,1,5,4,3,113.0
5,1,5,3,2,1,5,1,4,4,5,5,2,1,5,1,4,3,5,4,2,2,5,4,1,5,1,5,1,4,3,1,4,2,5,2,4,5,2,5,108.0
2,4,1,3,4,3,2,4,3,3,1,4,4,3,2,5,2,3,1,4,2,4,3,4,2,5,2,3,3,1,1,3,3,4,3,2,4,1,5,3,119.0
3,3,5,5,1,5,3,0,1,5,5,5,1,5,5,3,5,5,0,1,2,1,5,5,2,5,1,2,2,3,1,5,4,1,0,5,3,2,2,1,105.0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,106.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0
3,2,5,3,5,3,2,4,4,4,5,3,4,5,5,5,5,2,4,3,1,2,3,2,3,5,3,3,3,3,4,4,3,1,2,1,1,2,1,3,98.0
4,2,4,2,4,2,4,2,4,2,4,4,4,2,4,2,4,3,2,4,2,2,4,4,2,4,4,4,4,2,4,2,3,2,3,2,2,4,2,4,109.0
4,1,5,1,4,1,4,2,5,1,5,4,4,1,2,1,4,1,4,3,2,2,5,4,1,4,4,3,1,3,3,2,5,1,4,1,1,4,0,4,134.0
3,5,5,3,2,5,4,2,5,3,5,3,5,3,5,2,3,2,5,4,1,3,2,1,1,3,4,4,1,4,3,1,3,3,1,5,2,2,1,1,103.0
5,2,1,3,4,1,5,2,2,1,4,5,3,1,5,1,4,4,2,4,2,1,5,5,1,5,1,5,1,1,1,1,3,1,5,2,1,5,1,5,112.0
4,2,5,2,4,1,5,2,4,5,4,5,3,2,5,1,5,4,2,1,4,3,5,5,1,5,3,4,1,1,3,1,4,1,5,5,2,2,1,5,100.0
4,4,2,4,1,2,2,2,2,4,4,4,1,3,4,3,4,5,3,2,1,2,4,4,2,4,1,4,2,3,3,3,4,2,2,4,3,4,1,2,102.0
2,1,4,1,5,1,3,5,2,1,1,5,5,2,1,5,1,4,5,5,2,5,5,5,2,5,5,5,4,5,4,5,4,4,1,2,2,1,5,1,117.0
1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,95.0
3,5,2,5,1,3,3,1,2,5,5,5,4,3,5,2,4,3,4,2,3,3,1,3,2,5,1,3,4,3,2,1,2,3,2,5,3,3,2,2,99.0
3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,126.0
4,4,4,5,1,3,1,2,2,5,3,4,2,4,2,2,2,5,1,2,1,3,3,3,1,5,1,4,2,3,2,5,1,3,2,4,2,4,1,2,94.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,112.0
5,4,5,5,1,2,3,1,1,5,5,5,1,1,5,4,5,4,2,1,1,2,5,5,1,5,1,5,1,1,1,1,1,1,2,1,1,4,1,4,98.0
3,3,4,5,3,1,2,3,5,2,5,4,2,1,2,1,5,4,5,4,2,1,5,5,1,5,2,5,1,4,3,1,4,1,5,3,1,5,1,4,104.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
2,1,2,2,4,1,3,4,3,2,5,5,5,3,3,5,2,3,2,3,3,4,4,3,1,5,3,3,3,3,5,2,3,4,4,1,3,2,4,3,120.0
1,2,1,5,4,1,1,5,1,4,1,5,3,2,1,5,1,5,4,4,2,5,5,3,2,5,5,3,3,3,3,4,4,5,3,2,3,1,5,3,123.0
4,3,5,5,3,1,3,5,5,5,5,4,1,5,5,2,5,1,5,3,1,4,5,5,1,5,3,5,1,3,5,1,3,1,3,5,5,3,1,3,92.0
1,5,4,5,1,3,3,1,1,5,2,3,2,3,5,3,5,5,1,1,1,3,3,5,1,5,1,5,1,1,1,3,3,1,3,5,3,1,1,2,91.0
2,1,2,3,3,3,4,4,1,4,2,5,3,5,3,4,2,3,5,3,2,4,4,3,1,5,5,3,3,3,3,3,3,4,3,2,3,1,3,3,112.0
2,1,3,2,4,5,2,4,1,4,1,4,3,1,1,5,1,2,3,1,1,4,3,5,3,5,5,5,1,2,5,2,2,5,1,1,3,2,5,1,118.0
5,1,5,1,3,5,5,5,5,3,5,5,2,1,4,2,5,4,1,5,2,4,1,4,1,5,2,4,2,3,4,2,4,2,3,2,2,5,2,3,103.0
4,5,5,3,1,2,2,2,1,5,5,3,1,4,5,3,5,5,5,1,1,1,5,4,1,2,1,5,3,3,1,3,4,2,4,5,5,4,3,4,94.0
2,2,1,1,5,2,1,4,3,2,1,4,5,2,1,5,1,5,3,3,2,5,2,5,2,5,3,3,1,2,3,4,3,5,3,3,1,1,4,3,119.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,146.0
4,1,4,2,4,1,1,2,5,3,5,4,4,2,5,1,4,1,2,3,2,2,4,4,1,4,4,4,1,2,5,3,1,1,5,3,3,4,1,4,106.0
1,1,2,2,5,2,3,4,5,2,2,3,4,4,2,4,2,2,4,5,1,5,4,4,1,5,4,4,2,2,4,2,4,4,4,1,2,1,4,3,120.0
3,3,2,3,3,2,5,4,1,0,1,4,3,2,1,5,3,3,4,2,2,4,5,4,1,3,2,3,1,2,1,3,4,5,3,3,3,1,3,3,91.0
3,3,4,3,3,4,2,4,4,4,1,5,4,4,2,4,2,2,5,3,3,4,2,4,1,4,3,5,1,1,3,2,2,5,5,2,1,1,5,4,113.0
2,3,5,3,1,1,3,2,3,5,5,4,2,2,4,2,3,2,4,2,2,2,4,3,1,3,2,5,2,2,2,2,1,1,3,2,2,1,1,2,106.0
1,1,1,1,1,5,4,5,4,2,5,3,4,2,1,5,1,4,3,5,2,5,5,3,3,5,5,3,1,3,5,1,2,5,2,3,2,1,4,5,126.0
2,5,1,5,1,4,2,2,1,5,5,4,2,1,4,2,2,5,4,4,2,2,2,4,2,4,1,3,1,1,1,4,4,3,2,4,4,2,2,3,103.0
3,3,5,4,2,3,4,2,2,4,3,4,2,4,5,2,3,4,1,2,2,2,3,4,1,5,2,3,1,2,3,2,3,2,2,4,4,3,1,1,96.0
4,1,4,2,4,3,4,3,4,2,3,4,4,2,1,3,1,2,1,4,2,5,2,3,2,4,4,4,1,2,4,3,2,3,3,2,2,4,4,3,118.0
4,4,1,2,4,1,4,4,3,2,2,5,2,2,2,4,2,2,2,2,1,4,4,5,1,5,2,4,2,2,2,4,1,4,3,2,4,2,4,3,116.0
3,3,4,3,3,1,2,4,3,5,3,5,3,2,1,5,2,3,2,3,1,4,5,5,4,5,3,3,3,3,2,3,4,5,1,3,3,2,4,4,112.0
1,2,1,2,1,3,4,3,3,5,5,4,4,3,1,1,1,5,1,3,3,4,4,5,3,5,3,3,1,3,4,5,3,5,3,5,5,1,5,3,108.0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,91.0
1,3,2,2,3,1,1,5,5,3,2,5,5,5,1,4,1,5,2,1,5,5,5,2,1,5,1,5,4,1,3,3,3,1,2,4,2,1,2,5,115.0
2,3,2,1,4,4,3,4,3,4,2,5,3,4,2,3,2,3,2,5,2,4,1,3,2,4,4,2,2,2,4,4,2,3,3,4,2,2,2,3,112.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0
2,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,3,88.0
3,2,1,3,3,4,4,4,4,4,2,5,3,2,1,4,2,4,4,3,2,4,2,4,2,5,1,1,2,4,2,4,3,4,3,2,2,3,4,3,121.0
2,1,4,2,3,1,3,4,3,2,3,5,3,2,1,5,1,4,4,3,1,5,5,4,3,5,3,5,2,1,2,3,4,4,2,2,1,1,5,2,118.0
5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,5,129.0
3,2,4,2,4,5,2,4,3,2,1,2,4,3,1,4,1,2,4,4,1,4,5,4,3,5,5,3,3,2,4,4,3,4,4,2,2,2,5,3,118.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0
2,1,2,2,4,5,4,4,5,4,1,5,5,4,2,5,1,2,5,5,3,5,2,2,2,5,5,3,2,3,4,4,2,5,0,1,2,2,5,2,91.0
2,5,4,5,2,1,2,2,1,5,2,4,2,3,4,3,4,5,5,3,1,2,5,4,2,5,1,5,1,3,2,4,3,2,1,5,2,2,3,3,96.0
2,3,4,3,3,3,5,2,3,3,5,2,3,2,5,1,5,4,4,4,3,1,2,2,3,2,2,1,3,3,3,1,4,1,4,3,4,3,1,3,116.0
1,5,1,3,5,2,4,5,3,3,1,5,4,2,2,4,1,5,3,3,2,5,3,5,3,5,4,2,1,1,1,1,4,5,2,3,3,1,5,3,122.0
4,2,3,3,3,4,4,4,3,3,2,4,4,2,2,4,2,4,4,3,1,4,3,4,1,4,3,3,2,2,4,2,3,4,3,3,3,4,4,2,113.0
2,3,5,5,1,2,2,1,1,3,5,4,1,5,5,1,5,5,2,1,2,1,1,5,1,4,1,4,2,2,1,3,2,1,5,1,2,2,2,1,90.0
3,1,3,2,5,4,4,5,3,4,1,5,0,4,2,4,1,2,2,4,4,5,1,4,1,5,5,2,5,2,3,4,2,4,4,2,0,2,4,4,105.0
4,2,5,2,1,1,4,3,5,4,4,4,3,2,4,2,4,4,4,2,3,3,5,3,2,4,3,4,3,3,4,2,4,2,5,2,3,4,2,5,109.0
3,1,2,3,4,2,3,3,4,2,2,4,4,2,3,3,2,4,3,4,1,3,4,4,1,4,4,4,4,2,3,3,3,4,3,2,3,3,4,3,116.0
1,4,3,0,1,5,3,3,1,5,3,2,2,3,3,3,2,5,2,2,3,3,2,3,1,3,1,3,1,2,1,3,2,2,1,5,3,1,2,1,74.0
0,1,5,1,5,3,3,2,5,1,1,2,2,2,5,1,5,1,4,1,1,1,3,5,2,2,5,2,3,1,4,3,4,1,1,1,4,3,2,2,74.0
2,2,4,4,4,3,4,4,2,4,5,3,2,3,2,4,2,3,4,4,2,2,3,4,3,4,4,3,2,4,4,4,2,5,5,1,1,2,4,4,113.0
1,5,3,3,3,2,2,5,3,5,4,4,4,2,3,5,3,4,4,4,2,4,5,4,1,5,4,4,3,3,3,4,4,5,3,4,4,1,4,4,105.0
3,3,4,3,2,2,3,3,2,4,2,4,2,3,5,3,5,3,3,3,2,1,4,3,2,4,3,4,1,3,2,2,2,2,4,4,2,4,2,3,105.0
3,1,2,4,3,4,3,3,1,3,1,4,2,2,2,5,2,5,4,4,2,3,3,4,1,4,3,2,3,2,1,3,3,5,3,2,3,3,5,2,119.0
3,3,3,3,3,3,3,3,3,3,4,1,3,3,5,4,4,3,4,2,3,4,3,3,3,2,4,3,3,3,3,3,5,1,3,2,5,3,1,3,112.0
5,1,2,2,5,1,5,1,5,1,5,4,5,1,5,1,1,1,5,1,2,2,5,4,2,4,2,5,4,5,1,1,2,1,5,1,2,5,1,5,124.0
4,4,1,3,4,4,3,2,5,2,4,4,5,2,5,2,4,2,5,3,2,2,2,2,1,4,5,4,1,2,2,2,2,1,2,2,5,2,1,3,105.0
2,4,2,4,3,2,2,4,4,4,1,4,3,2,2,4,2,2,4,4,2,4,4,4,1,4,3,4,2,4,3,2,1,4,4,4,2,2,4,4,120.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0
2,3,3,2,3,3,3,4,2,3,1,3,3,3,1,3,1,4,3,3,2,4,4,3,2,5,4,3,2,3,3,3,4,4,2,4,2,3,3,3,116.0
3,3,4,4,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,96.0
2,2,4,5,2,1,2,3,2,4,1,3,4,2,3,3,1,3,4,5,1,3,3,5,3,3,1,3,5,2,1,4,3,5,2,2,2,2,5,3,118.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0
4,1,5,3,3,1,5,2,4,3,2,5,3,3,5,1,3,3,4,4,3,2,5,5,2,5,5,3,4,4,5,2,3,1,2,4,3,3,2,5,106.0
2,1,2,5,4,2,2,4,2,5,5,5,3,2,1,5,1,2,4,4,3,5,5,5,1,5,1,2,2,5,2,5,4,5,3,2,1,1,5,4,116.0
1,2,4,4,2,1,2,4,5,5,1,5,4,1,2,4,3,4,1,2,4,3,4,5,2,4,1,3,4,2,3,2,5,4,3,2,2,1,4,4,119.0
5,3,4,2,2,0,0,0,0,0,5,4,5,1,5,1,0,0,0,0,4,1,5,2,2,2,0,0,0,0,3,1,5,1,5,2,0,0,0,0,142.0
3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,113.0
2,3,3,3,3,0,0,0,0,0,5,3,3,3,3,5,0,0,0,0,3,2,3,3,3,3,0,0,0,0,3,2,3,3,3,3,0,0,0,0,136.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0
3,2,1,3,4,1,4,4,4,2,1,5,4,3,3,4,2,3,1,4,1,5,5,2,2,4,4,2,1,1,2,4,1,4,3,2,2,2,4,5,124.0
4,4,5,4,2,3,4,2,1,5,4,2,2,3,2,2,5,5,4,2,2,1,2,5,2,5,1,4,2,3,1,2,3,2,3,3,3,3,2,4,100.0
3,2,4,3,4,2,3,4,4,5,4,4,4,2,3,4,2,2,3,3,1,4,4,4,1,4,4,3,2,0,4,2,2,4,3,2,2,2,4,4,122.0
4,2,1,3,0,3,4,4,1,0,1,4,4,4,1,4,4,3,0,0,2,5,0,4,1,5,0,4,3,4,3,4,3,5,4,2,3,2,5,5,91.0
2,4,2,4,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,4,3,4,1,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,105.0
2,1,5,5,5,1,2,2,4,4,4,4,2,3,4,3,4,3,5,2,1,2,4,4,1,4,3,5,5,3,4,3,5,2,5,5,3,3,2,5,100.0
1,3,3,2,3,1,1,4,1,5,4,1,3,5,2,5,2,3,5,3,2,4,5,5,1,3,5,5,4,2,3,5,4,4,2,3,2,1,2,3,109.0
4,1,4,4,4,4,2,4,5,4,2,4,3,1,2,3,3,1,4,3,4,4,3,5,1,4,1,5,3,3,2,5,3,4,3,2,3,4,4,3,108.0
1,3,1,3,2,4,2,1,1,2,3,3,3,3,4,1,3,3,2,3,3,4,3,3,1,4,1,2,1,1,1,4,3,3,1,2,1,1,2,1,115.0
2,3,1,4,3,1,3,4,2,4,2,4,3,2,1,4,2,4,2,3,2,4,4,4,1,4,3,4,3,2,2,3,3,4,3,4,2,2,4,4,119.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.0
5,2,5,5,4,2,5,3,3,4,3,4,3,3,5,3,5,3,2,3,2,1,5,4,2,5,1,5,4,5,4,1,4,2,5,1,4,4,2,5,102.0
1,4,4,2,4,3,3,3,3,4,2,5,2,3,2,3,2,2,3,4,2,4,3,4,2,4,4,3,3,3,4,4,2,3,3,2,2,2,4,2,108.0
2,5,2,4,2,4,3,2,1,4,4,4,2,4,4,2,4,4,2,2,3,1,3,4,1,4,1,3,2,3,1,4,5,2,3,4,4,2,4,2,99.0
3,1,2,2,4,5,5,2,2,5,1,5,3,2,1,4,1,4,4,4,1,5,1,5,2,5,1,4,1,2,1,5,4,5,2,2,4,3,4,2,112.0
3,2,3,3,1,5,5,3,2,1,2,3,4,4,5,1,5,3,0,3,4,2,1,1,3,5,5,3,5,5,4,4,1,1,3,3,5,3,1,2,89.0
3,2,1,2,1,2,3,4,4,4,1,5,3,3,4,5,1,3,4,4,2,5,3,4,1,4,3,4,3,3,4,4,3,5,2,2,4,4,4,3,116.0
3,3,5,4,4,5,3,1,5,4,4,5,3,3,5,3,5,3,4,1,3,1,3,4,1,3,1,3,1,3,1,3,3,1,3,3,3,1,1,1,95.0
3,3,2,3,4,3,5,2,5,3,3,1,3,3,4,1,3,3,3,3,4,3,2,1,5,1,3,1,4,3,3,4,5,1,5,2,5,2,1,4,123.0
2,2,3,3,2,4,4,2,4,4,3,4,4,3,3,5,2,0,0,4,2,4,2,4,2,4,4,3,2,3,3,3,3,4,3,2,3,2,4,3,71.0
2,2,5,2,2,4,1,4,4,5,2,4,1,4,2,5,2,2,5,5,2,4,2,5,2,5,2,3,2,3,4,5,2,5,2,2,2,2,5,3,106.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0
3,2,4,4,2,4,5,2,2,4,4,4,2,2,4,2,4,4,2,2,2,2,2,4,2,4,2,4,2,4,2,2,2,2,5,1,5,2,2,4,106.0
4,1,5,3,4,2,5,2,5,5,4,2,2,2,3,1,3,1,4,2,2,3,4,4,2,4,1,3,2,3,4,1,5,2,4,2,3,5,2,5,119.0
4,3,4,4,3,5,5,2,4,4,3,2,3,4,4,2,4,4,2,4,3,2,2,2,3,2,3,2,2,4,3,4,4,1,3,2,4,5,2,3,106.0
1,2,3,3,4,3,1,3,1,3,3,4,4,3,1,5,1,2,3,5,2,5,3,4,2,4,4,3,3,2,2,4,2,4,2,2,3,1,4,3,118.0
1,5,5,4,0,5,1,2,4,2,4,5,3,5,4,1,3,5,1,3,1,4,5,5,1,5,1,3,1,1,5,5,1,1,1,1,1,1,1,1,103.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126.0
1,5,3,5,1,4,4,3,2,5,5,4,1,2,4,2,4,5,3,2,2,3,1,3,2,2,1,5,2,1,1,3,2,1,2,5,5,2,2,2,100.0
1,2,1,3,4,3,4,4,2,4,4,5,3,2,3,4,4,2,2,3,2,5,2,4,3,5,3,3,2,3,3,2,4,5,2,3,2,1,4,4,115.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0
1,1,3,1,5,2,1,3,5,3,3,2,5,2,3,3,1,3,3,3,2,5,5,3,1,4,5,5,2,2,3,4,2,3,3,1,1,1,3,3,120.0
1,2,1,4,5,1,4,3,4,4,1,5,3,5,1,5,1,5,1,4,2,3,4,3,2,3,4,3,1,3,1,5,2,5,3,2,2,4,4,2,116.0
5,1,5,2,4,1,5,4,4,4,4,5,4,1,4,1,4,2,5,3,5,2,5,5,2,5,5,4,2,4,4,2,3,1,4,1,2,5,1,4,111.0
4,2,3,1,5,2,3,2,5,2,5,3,5,5,5,1,3,1,3,4,2,3,3,4,1,4,5,3,2,3,5,2,4,1,5,2,1,4,1,3,107.0
2,2,1,3,4,4,5,5,4,5,1,4,4,4,1,5,1,3,4,5,1,5,2,5,1,5,2,4,2,4,4,5,4,5,5,2,4,1,5,4,113.0
3,2,1,4,4,2,2,5,3,4,1,5,4,2,2,4,2,1,4,5,1,5,3,5,2,5,3,2,2,2,1,2,2,0,3,3,4,3,4,4,136.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0
2,4,1,3,3,1,2,1,5,4,1,2,5,5,3,5,3,2,3,2,1,3,5,1,1,3,3,5,1,1,3,5,1,5,3,3,3,1,5,3,116.0
4,4,1,4,2,4,4,3,1,5,4,4,1,1,5,3,4,5,3,4,2,3,2,4,1,5,1,5,1,2,2,2,2,2,2,1,2,3,1,1,104.0
1,1,2,4,2,4,2,4,4,4,1,1,2,4,2,4,1,2,1,2,1,4,4,4,1,4,1,4,1,1,1,4,2,4,3,4,5,2,4,1,115.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
4,3,3,3,3,1,4,2,4,3,3,2,3,2,4,3,3,2,2,2,2,2,5,4,1,4,1,5,2,3,2,2,4,2,4,2,4,4,2,4,113.0
4,5,1,4,1,3,2,2,1,5,4,4,1,2,5,3,4,5,2,2,2,3,3,2,2,5,1,2,2,2,1,3,3,2,2,5,2,2,2,2,104.0
1,3,4,2,2,4,2,3,2,5,2,5,3,3,2,4,3,5,4,4,2,3,5,4,1,2,4,3,3,3,4,3,3,5,3,3,2,1,4,4,111.0
4,2,2,2,4,4,4,5,4,2,1,4,4,3,1,5,2,2,4,5,2,5,2,3,2,5,4,4,1,2,4,3,2,5,4,2,2,3,5,2,120.0
0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,143.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0
3,5,3,5,1,5,4,2,1,5,5,5,1,1,5,3,5,5,2,3,2,2,2,3,1,3,1,5,1,5,1,2,5,1,1,5,5,3,4,2,94.0
3,1,5,4,1,3,2,2,2,3,4,5,3,1,5,2,3,3,4,2,2,3,3,5,1,5,1,4,1,3,4,3,1,3,3,1,3,5,2,3,104.0
1,3,5,3,1,5,4,2,1,2,2,3,1,3,5,1,5,3,1,2,2,1,2,5,2,5,1,3,4,4,1,4,1,1,1,4,5,1,1,1,94.0
2,1,3,2,4,2,3,3,4,2,1,3,2,1,1,4,1,2,4,3,1,5,2,3,2,5,4,2,2,3,3,4,4,5,3,2,1,3,5,3,130.0
5,2,2,3,4,4,3,5,3,2,2,5,3,3,2,5,1,3,5,4,2,4,1,4,1,4,3,3,1,3,2,4,3,4,3,1,3,4,3,3,117.0
2,3,4,4,4,4,2,3,4,3,2,4,4,3,2,3,2,4,4,3,2,4,3,4,2,4,3,3,2,3,3,4,4,4,3,3,4,3,4,2,107.0
2,1,4,3,3,1,3,3,4,4,4,4,5,3,2,4,2,3,2,4,3,4,5,3,2,4,4,3,3,2,3,4,3,4,3,2,3,4,2,3,116.0
1,5,1,1,2,2,2,2,1,5,4,5,1,2,5,2,4,5,1,5,1,4,1,5,4,5,1,1,1,2,1,5,1,2,2,5,1,1,2,2,101.0
2,2,1,3,3,3,2,3,2,2,3,5,5,3,2,5,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,2,3,4,3,3,3,2,4,3,121.0
